ticker,price,52w_high,52w_low,ex_dividend_date,dividend_payment_date,last_dividend_date,last_dividend_per_share,currency,exchange
ERH,11.95,13.07,9.98,2026-02-12,2019-03-01,2026-01-12,0.084,USD,ASE
ETB,15.45,15.58,11.03,2026-02-17,2019-01-31,2026-01-15,0.106,USD,NYQ
ETD,24.54,31.41,21.67,2026-02-11,2026-02-25,2025-11-12,0.39,USD,NYQ
ETG,23.28,23.67,15.04,2026-02-17,2019-01-31,2026-01-15,0.129,USD,NYQ
ETJ,8.83,9.35,7.4,2026-02-17,2019-01-31,2026-01-15,0.065,USD,NYQ
ETO,30.15,31.11,20.05,2026-02-17,2019-01-31,2026-01-15,0.173,USD,NYQ
ETR,97.96,98.58,75.57,2026-02-09,2026-03-02,2025-11-13,0.64,USD,NYQ
ETV,14.66,14.8,10.64,2026-02-17,2019-01-31,2026-01-15,0.099,USD,NYQ
ETW,9.41,9.44,6.93,2026-02-17,2019-01-31,2026-01-15,0.066,USD,NYQ
ETX,18.87,20.0,17.63,2026-02-17,2019-01-31,2026-01-15,0.078,USD,NYQ
ETY,15.05,16.03,11.82,2026-02-17,2019-01-31,2026-01-15,0.099,USD,NYQ
EVG,11.06,11.45,10.25,2026-02-17,2019-01-31,2026-01-15,0.075,USD,NYQ
EVT,26.38,26.42,19.2,2026-02-17,2019-01-31,2026-01-15,0.165,USD,NYQ
EXG,9.67,9.78,6.74,2026-02-17,2019-01-31,2026-01-15,0.066,USD,NYQ
FTS,54.01,55.34,42.95,2026-02-17,2026-03-01,2025-08-19,0.445,USD,NYQ
GDV,29.0,29.05,20.1,2026-02-12,2019-03-22,2026-01-15,0.15,USD,NYQ
GGN,5.44,5.77,3.68,2026-02-12,2019-03-22,2026-01-15,0.03,USD,ASE
GGT,4.18,4.94,3.75,2026-02-12,2018-12-14,2026-01-15,0.07,USD,NYQ
GHY,12.9,13.74,11.31,2026-02-12,2019-02-28,2025-12-26,0.105,USD,NYQ
GLP,46.94,60.0,39.58,2026-02-09,2026-02-13,2025-11-10,0.755,USD,NYQ
GLU,20.393,20.52,14.07,2026-02-12,2019-03-22,2026-01-15,0.11,USD,ASE
GNT,8.14,8.79,5.02,2026-02-12,2019-03-22,2026-01-15,0.06,USD,NYQ
GROW,3.0,3.65,2.02,2026-02-09,2026-03-30,2026-01-12,0.008,USD,NCM
GUT,6.01,6.2,4.71,2026-02-12,2019-03-22,2026-01-15,0.05,USD,NYQ
GWW,1197.65,1204.36,893.99,2026-02-09,2026-03-01,2025-11-10,2.26,USD,NYQ
HAFC,28.09,30.2,19.25,2026-02-09,2026-02-25,2025-11-04,0.27,USD,NMS
HBCP,63.04,64.17,39.59,2026-02-09,2026-02-20,2025-11-03,0.31,USD,NMS
HBT,29.51,29.88,19.46,2026-02-09,2026-02-17,2025-11-03,0.21,USD,NMS
HIW,26.01,32.76,24.19,2026-02-17,2026-03-10,2025-11-17,0.5,USD,NYQ
HOMB,30.59,31.24,24.22,2026-02-11,2026-03-04,2025-11-12,0.21,USD,NYQ
HPF,16.114,17.58,14.56,2026-02-12,2019-02-28,2026-01-12,0.124,USD,NYQ
HPI,16.18,17.78,14.61,2026-02-12,2019-02-28,2025-12-29,0.124,USD,NYQ
HPS,14.69,15.68,13.08,2026-02-12,2019-02-28,2026-01-12,0.11,USD,NYQ
HRZN,6.62,9.99,5.71,2026-02-17,2026-03-13,2026-01-16,0.11,USD,NMS
HSY,231.53,234.43,150.04,2026-02-17,2026-03-16,2025-11-17,1.37,USD,NYQ
HTD,24.86,25.21,20.31,2026-02-12,2019-02-28,2026-01-12,0.158,USD,NYQ
HTO,52.37,57.17,43.75,2026-02-09,2026-03-02,2025-11-10,0.42,USD,NMS
HXL,86.0,88.0,45.28,2026-02-09,2026-02-17,2025-11-03,0.17,USD,NYQ
IIM,12.47,12.77,10.96,2026-02-17,2019-02-28,2026-01-15,0.077,USD,NYQ
IQI,10.03,10.16,8.86,2026-02-17,2019-02-28,2026-01-15,0.063,USD,NYQ
ISD,14.67,14.73,11.82,2026-02-12,2019-02-28,2025-12-26,0.105,USD,NYQ
JEF,58.94,74.74,39.28,2026-02-17,2026-02-27,2025-11-17,0.4,USD,NYQ
JMSB,20.88,21.58,13.81,2026-02-11,2026-03-04,2025-06-27,0.3,USD,NCM
KINS,16.05,22.4,13.08,2026-02-11,2026-02-26,2025-11-10,0.05,USD,NCM
KMPR,34.24,69.83,30.05,2026-02-17,2026-03-03,2025-11-17,0.32,USD,NYQ
KVUE,18.13,25.17,14.02,2026-02-11,2026-02-25,2025-11-12,0.208,USD,NYQ
LARK,28.15,29.561905,21.314285,2026-02-12,2026-02-26,2025-11-12,0.2,USD,NGM
LAZ,56.8,58.07,31.97,2026-02-09,2026-02-20,2025-11-03,0.5,USD,NYQ
LEO,6.51,6.52,5.55,2026-02-12,2019-02-28,2026-01-14,0.023,USD,NYQ
LPG,32.35,33.015,16.66,2026-02-09,2026-02-24,2025-11-17,0.65,USD,NYQ
LVS,57.8,70.45,30.18,2026-02-09,2026-02-18,2025-11-04,0.25,USD,NYQ
MATW,27.16,29.11,18.5,2026-02-09,2026-02-23,2025-12-01,0.255,USD,NMS
MC,73.25,79.435,47.0,2026-02-17,2026-03-26,2025-11-10,0.65,USD,NYQ
MCN,6.11,6.51,5.16,2026-02-17,2018-12-31,2026-01-15,0.06,USD,NYQ
MCR,6.27,6.58,5.57,2026-02-17,2019-02-28,2026-01-20,0.045,USD,NYQ
MFM,5.495,5.61,4.94,2026-02-17,2019-02-28,2026-01-20,0.024,USD,NYQ
MGF,3.015,3.17,2.96,2026-02-17,2019-02-28,2026-01-20,0.019,USD,NYQ
MIN,2.6,2.73,2.57,2026-02-17,2019-02-28,2026-01-20,0.019,USD,NYQ
MMT,4.74,4.87,4.31,2026-02-17,2019-02-28,2026-01-20,0.034,USD,NYQ
MNSB,22.86,23.44,15.0,2026-02-09,2026-02-16,2025-11-10,0.1,USD,NCM
MPLX,56.0,57.16,44.6,2026-02-09,2026-02-17,2025-11-07,1.077,USD,NYQ
MRBK,20.71,21.025,11.16,2026-02-09,2026-02-17,2025-11-10,0.125,USD,NMS
MSEX,51.24,67.09,44.17,2026-02-17,2026-03-02,2025-11-17,0.36,USD,NMS
MTG,27.31,29.97,21.94,2026-02-17,2026-03-06,2025-11-06,0.15,USD,NYQ
MUR,32.11,35.19,18.95,2026-02-17,2026-03-02,2025-11-17,0.325,USD,NYQ
NATH,101.2,118.5,84.72,2026-02-17,2026-02-27,2025-11-24,3.0,USD,NMS
NBN,125.34,126.26,78.17,2026-02-11,2026-02-25,2025-11-10,0.01,USD,NGM
NBXG,13.35,15.655,10.05,2026-02-17,,2026-01-15,0.12,USD,NYQ
NCV,16.04,16.28,11.51,2026-02-12,2019-03-01,2026-01-12,0.136,USD,NYQ
NCZ,14.59,14.73,10.23,2026-02-12,2019-03-01,2026-01-12,0.12,USD,NYQ
NFBK,13.87,14.05,9.4,2026-02-12,2026-02-25,2025-11-05,0.13,USD,NMS
NHS,7.59,7.94,6.62,2026-02-17,2019-02-28,2026-01-15,0.091,USD,ASE
NHTC,3.83,6.0,2.4,2026-02-17,2026-02-27,2025-11-18,0.2,USD,NCM
NML,9.37,9.39,7.1,2026-02-17,2019-03-29,2026-01-15,0.058,USD,ASE
NMM,60.22,61.82,28.37,2026-02-09,2026-02-12,2025-08-11,0.05,USD,NYQ
NOMD,12.9,20.81,11.04,2026-02-11,2026-02-26,2025-11-10,0.17,USD,NYQ
NRO,3.03,3.43,2.75,2026-02-17,2019-02-28,2026-01-15,0.031,USD,ASE
NRP,120.39,123.4,86.83,2026-02-17,2026-02-24,2025-11-18,0.75,USD,NYQ
NXG,51.3,53.38,35.22,2026-02-17,,2026-01-16,0.54,USD,NYQ
OHI,45.28,46.36,35.04,2026-02-09,2026-02-17,2025-11-03,0.67,USD,NYQ
OIA,6.23,6.3,5.43,2026-02-17,2019-02-28,2026-01-15,0.029,USD,NYQ
OMF,61.64,71.93,38.0,2026-02-17,2026-02-23,2025-11-10,1.05,USD,NYQ
OSK,171.71,172.93,76.82,2026-02-17,2026-03-03,2025-11-17,0.51,USD,NYQ
PAXS,15.71,16.56,13.63,2026-02-12,,2026-01-13,0.149,USD,NYQ
PCAR,127.35,131.88,84.65,2026-02-11,2026-03-04,2025-12-19,1.4,USD,NMS
PCF,6.08,6.89,5.73,2026-02-17,2018-12-31,2026-01-20,0.058,USD,NYQ
PCM,6.045,6.81,5.88,2026-02-12,2019-02-01,2026-01-13,0.064,USD,NYQ
PCN,12.83,13.84,11.3,2026-02-12,2019-02-01,2026-01-13,0.113,USD,NYQ
PCQ,9.05,9.36,8.13,2026-02-12,2019-02-01,2026-01-13,0.036,USD,NYQ
PDI,18.64,20.17,16.0,2026-02-12,2019-02-01,2026-01-13,0.221,USD,NYQ
PDO,14.09,14.25,11.81,2026-02-12,,2026-01-13,0.128,USD,NYQ
PDT,13.27,13.5,11.41,2026-02-12,2019-02-28,2026-01-12,0.083,USD,NYQ
PDX,20.3,25.99,18.47,2026-02-12,,2026-01-13,0.133,USD,NYQ
PECO,37.53,38.67,32.4,2026-02-17,2026-03-03,2026-01-15,0.108,USD,NMS
PFL,8.45,8.7,7.11,2026-02-12,2019-02-01,2026-01-13,0.081,USD,NYQ
PFLT,9.51,11.5,8.4,2026-01-16,2026-03-02,2026-01-16,0.103,USD,NYQ
PFN,7.46,7.67,6.26,2026-02-12,2019-02-01,2026-01-13,0.072,USD,NYQ
PGP,9.233,9.3,6.56,2026-02-12,2019-02-01,2026-01-13,0.069,USD,NYQ
PGZ,10.32,10.76,9.24,2026-02-12,2019-04-30,2026-01-15,0.105,USD,NYQ
PHK,4.95,5.04,4.18,2026-02-12,2019-02-01,2026-01-13,0.048,USD,NYQ
PML,7.74,8.67,7.1,2026-02-12,2019-02-01,2026-01-13,0.04,USD,NYQ
PNI,7.06,7.47,6.43,2026-02-12,2019-02-01,2026-01-13,0.03,USD,NYQ
PNNT,5.68,7.53,5.57,2026-02-17,2022-04-01,2026-01-16,0.08,USD,NYQ
PROV,16.26,16.52,12.98,2026-02-12,2026-03-05,2025-11-13,0.14,USD,NMS
PRU,102.8,119.76,90.38,2026-02-17,2026-03-12,2025-11-18,1.35,USD,NYQ
PTY,13.04,14.87,11.7,2026-02-12,2019-02-01,2026-01-13,0.119,USD,NYQ
PZZA,34.68,55.74,30.16,2026-02-09,2026-02-20,2025-11-17,0.46,USD,NMS
RBA,117.71,119.58,87.87,2026-02-09,2026-03-02,2025-05-29,0.29,USD,NYQ
RCS,5.92,8.0,5.25,2026-02-12,,2026-01-13,0.04,USD,NYQ
RGA,225.36,229.21,159.25,2026-02-17,2026-03-03,2025-11-10,0.93,USD,NYQ
SDHY,16.74,17.18,15.01,2026-02-12,,2025-12-26,0.108,USD,NYQ
SFBC,44.15,52.13,42.75,2026-02-09,2026-02-23,2025-11-07,0.19,USD,NCM
SIMO,128.06,133.78,37.21,2026-02-11,2026-02-26,2025-11-14,0.5,USD,NMS
SIRI,21.68,27.41,18.69,2026-02-11,2026-02-27,2025-11-05,0.27,USD,NMS
SLB,50.7,51.67,31.11,2026-02-11,2026-04-02,2025-12-03,0.285,USD,NYQ
SO,90.08,100.84,83.09,2026-02-17,2026-03-06,2025-11-17,0.74,USD,NYQ
SPB,75.72,80.28,49.99,2026-02-17,2026-03-10,2025-11-24,0.47,USD,NYQ
SPE,14.94,15.99,12.72,2026-02-17,2018-12-31,2026-01-20,0.109,USD,NYQ
SRV,41.63,47.96,34.24,2026-02-17,2019-02-28,2026-01-16,0.45,USD,NYQ
ST,35.99,36.79,17.32,2026-02-11,2026-02-25,2025-11-12,0.12,USD,NYQ
STBA,44.13,44.46,30.84,2026-02-12,2026-02-26,2025-11-13,0.36,USD,NMS
SW,44.14,55.485,32.729,2026-02-17,2026-03-18,2025-08-15,0.431,USD,NYQ
SWX,83.26,86.75,64.69,2026-02-17,2026-03-02,2025-11-17,0.62,USD,NYQ
SXC,8.27,10.08,6.24,2026-02-17,2026-03-02,2025-11-17,0.12,USD,NYQ
TBLD,21.83,21.84,15.942,2026-02-12,2023-03-20,2025-12-30,0.104,USD,NGM
TEN,26.99,27.79,13.4,2026-02-11,2026-02-19,2025-07-14,0.6,USD,NYQ
TGT,115.55,132.47,83.44,2026-02-11,2026-03-01,2025-11-12,1.14,USD,NYQ
TLF,3.18,5.48,2.56,2026-02-09,2026-02-24,2025-02-19,1.5,USD,NCM
TRI,88.07,218.42,85.02,2026-02-17,2026-03-10,2025-11-18,0.595,USD,NMS
TSI,4.84,5.06,4.61,2026-02-12,2019-01-11,2026-01-15,0.022,USD,NYQ
UG,7.15,11.08,5.58,2026-02-09,2026-02-17,2025-07-25,0.25,USD,NGM
UMH,15.91,19.14,13.95,2026-02-17,2026-03-16,2025-11-17,0.225,USD,NYQ
UPS,117.34,123.7,82.0,2026-02-17,2026-03-05,2025-11-17,1.64,USD,NYQ
URI,899.55,1021.47,525.91,2026-02-11,2026-02-25,2025-11-12,1.79,USD,NYQ
USCB,20.13,20.785,15.39,2026-02-17,2026-03-05,2025-11-14,0.1,USD,NGM
UTL,50.57,59.99,44.61,2026-02-12,2026-02-27,2025-11-13,0.45,USD,NYQ
UVSP,35.83,36.2,22.83,2026-02-11,2026-02-25,2025-11-05,0.22,USD,NMS
VBF,15.38,15.98,14.33,2026-02-17,2019-02-28,2026-01-15,0.07,USD,NYQ
VCV,11.18,11.38,9.51,2026-02-17,2019-02-28,2026-01-15,0.065,USD,NYQ
VGI,7.92,8.09,7.0,2026-02-12,2019-02-19,2026-01-12,0.08,USD,NYQ
VGM,10.36,10.54,9.28,2026-02-17,2019-02-28,2026-01-15,0.065,USD,NYQ
VKI,8.99,9.25,7.89,2026-02-17,2019-02-28,2026-01-15,0.056,USD,ASE
VKQ,9.87,10.18,8.86,2026-02-17,2019-02-28,2026-01-15,0.063,USD,NYQ
VLT,11.05,11.43,9.12,2026-02-17,2019-02-28,2026-01-15,0.094,USD,NYQ
VMO,9.85,9.94,8.81,2026-02-17,2019-02-28,2026-01-15,0.063,USD,NYQ
VPV,10.723,10.93,9.5,2026-02-17,2019-02-28,2026-01-15,0.067,USD,NYQ
VTN,11.7,11.86,9.49,2026-02-17,2019-02-28,2026-01-15,0.069,USD,NYQ
VVR,3.3,4.21,3.21,2026-02-17,2019-02-28,2026-01-15,0.038,USD,NYQ
WBS,73.13,73.5,39.43,2026-02-09,2026-02-19,2025-11-10,0.4,USD,NYQ
WINA,452.68,527.37,295.79,2026-02-11,2026-03-02,2025-11-12,10.96,USD,NGM
WLFC,200.18,211.0,114.01,2026-02-11,2026-02-20,2025-11-17,0.4,USD,NGM
WMK,73.68,90.23,61.53,2026-02-17,2026-03-03,2025-11-10,0.34,USD,NYQ
WNEB,14.32,14.52,7.63,2026-02-11,2026-02-25,2025-11-12,0.07,USD,NMS
WT,15.74,17.09,7.47,2026-02-11,2026-02-25,2025-11-12,0.03,USD,NYQ
WTBA,26.31,26.4,17.31,2026-02-11,2026-02-25,2025-11-05,0.25,USD,NMS
WTRG,37.42,42.37,34.58,2026-02-09,2026-03-02,2025-11-12,0.343,USD,NYQ
XFLT,4.2,6.6,4.2,2026-02-17,2019-03-01,2026-01-15,0.06,USD,NYQ
ZION,65.29,66.18,39.32,2026-02-12,2026-02-19,2025-11-13,0.45,USD,NMS
ZTR,6.61,6.66,5.22,,2019-02-19,2026-01-12,0.05,USD,NYQ
